Nome,CEP,Numero,DiaSemana,Horario,Paroco,Email,Telefone,WhatsApp,Site,Obs,ObsMissa
Catedral Metropolitana Paróquia Nossa Senhora da Conceição,13010-190,0,Segunda,07:00,Padre Caio Augusto de Andrade,catedral@arquidiocesecampinas.com,(19) 3231-2085,(19) 99276-6776,www.catedraldecampinas.com.br,s/n CEP a verificar
Catedral Metropolitana Paróquia Nossa Senhora da Conceição,13010-190,0,Segunda,12:15,Padre Caio Augusto de Andrade,catedral@arquidiocesecampinas.com,(19) 3231-2085,(19) 99276-6776,www.catedraldecampinas.com.br,s/n CEP a verificar
Catedral Metropolitana Paróquia Nossa Senhora da Conceição,13010-190,0,Segunda,15:30,Padre Caio Augusto de Andrade,catedral@arquidiocesecampinas.com,(19) 3231-2085,(19) 99276-6776,www.catedraldecampinas.com.br,s/n CEP a verificar
Catedral Metropolitana Paróquia Nossa Senhora da Conceição,13010-190,0,Segunda,18:15,Padre Caio Augusto de Andrade,catedral@arquidiocesecampinas.com,(19) 3231-2085,(19) 99276-6776,www.catedraldecampinas.com.br,s/n CEP a verificar
Catedral Metropolitana Paróquia Nossa Senhora da Conceição,13010-190,0,Terça,07:00,Padre Caio Augusto de Andrade,catedral@arquidiocesecampinas.com,(19) 3231-2085,(19) 99276-6776,www.catedraldecampinas.com.br,s/n CEP a verificar
Catedral Metropolitana Paróquia Nossa Senhora da Conceição,13010-190,0,Terça,12:15,Padre Caio Augusto de Andrade,catedral@arquidiocesecampinas.com,(19) 3231-2085,(19) 99276-6776,www.catedraldecampinas.com.br,s/n CEP a verificar
Catedral Metropolitana Paróquia Nossa Senhora da Conceição,13010-190,0,Terça,15:30,Padre Caio Augusto de Andrade,catedral@arquidiocesecampinas.com,(19) 3231-2085,(19) 99276-6776,www.catedraldecampinas.com.br,s/n CEP a verificar
Catedral Metropolitana Paróquia Nossa Senhora da Conceição,13010-190,0,Terça,18:15,Padre Caio Augusto de Andrade,catedral@arquidiocesecampinas.com,(19) 3231-2085,(19) 99276-6776,www.catedraldecampinas.com.br,s/n CEP a verificar
Catedral Metropolitana Paróquia Nossa Senhora da Conceição,13010-190,0,Quarta,07:00,Padre Caio Augusto de Andrade,catedral@arquidiocesecampinas.com,(19) 3231-2085,(19) 99276-6776,www.catedraldecampinas.com.br,s/n CEP a verificar
Catedral Metropolitana Paróquia Nossa Senhora da Conceição,13010-190,0,Quarta,12:15,Padre Caio Augusto de Andrade,catedral@arquidiocesecampinas.com,(19) 3231-2085,(19) 99276-6776,www.catedraldecampinas.com.br,s/n CEP a verificar
